Date,Item,Quantity,Customer
5/4/2021,160117-099,2,Customer 2
5/4/2021,FREIGHTCROWN,2,Customer 2
5/4/2021,141102-099,13,Customer 2
5/4/2021,FREIGHTCROWN,13,Customer 2
5/3/2021,4821466,1,Customer 6
5/3/2021,4821468,1,Customer 6
5/4/2021,141102-099,7,Customer 2
5/4/2021,FREIGHTCROWN,7,Customer 2
5/4/2021,144569-099,1,Customer 2
5/4/2021,FREIGHTCROWN,1,Customer 2
5/4/2021,141103-099,4,Customer 2
5/4/2021,FREIGHTCROWN,4,Customer 2
5/4/2021,152627-099,1,Customer 2
5/3/2021,1001176490J,1,Customer 1
5/3/2021,1001208662,1,Customer 1
5/3/2021,1001208663,3,Customer 1
5/3/2021,1001208664,9,Customer 1
5/3/2021,1001246922,4,Customer 1
5/3/2021,1220108P019,1,Customer 1
5/3/2021,1001208664,3,Customer 1
5/3/2021,1001163064P136,3,Customer 1
5/3/2021,1001187809P136,2,Customer 1
5/3/2021,1220093P136,1,Customer 1
5/3/2021,1220032,1,Customer 1
5/3/2021,1220032P032,1,Customer 1
5/7/2021,C8817149,1,Customer 3
5/7/2021,C8817151,1,Customer 3
5/7/2021,C8813412,5,Customer 3
5/7/2021,C8808753,19,Customer 3
5/7/2021,C8821921,2,Customer 3
5/7/2021,C8821991,7,Customer 3
5/7/2021,C8821992,4,Customer 3
5/7/2021,C8817150,10,Customer 3
5/7/2021,C8813412,7,Customer 3
5/7/2021,C8808753,12,Customer 3
5/7/2021,C8821921,2,Customer 3
5/7/2021,C8821991,4,Customer 3
5/7/2021,C8821992,2,Customer 3
5/7/2021,C8817150,2,Customer 3
5/7/2021,C8817151,4,Customer 3
5/7/2021,C8817152,2,Customer 3
5/7/2021,C8539358,1,Customer 3
5/7/2021,C8813412,1,Customer 3
5/7/2021,C8808753,18,Customer 3
5/7/2021,C8821921,1,Customer 3
5/7/2021,C8821991,1,Customer 3
5/7/2021,C8821992,4,Customer 3
5/6/2021,T370531,35,Customer 4
5/6/2021,T401552,8,Customer 4
5/7/2021,T355727,6,Customer 4
5/7/2021,T424338,90,Customer 4
5/7/2021,T379736,9,Customer 4
5/7/2021,T379787,3,Customer 4
5/7/2021,T379788,6,Customer 4
5/7/2021,T379789,3,Customer 4
5/7/2021,T397537,86,Customer 4
5/3/2021,T282429,16,Customer 4
5/6/2021,T318683,32,Customer 4
5/4/2021,T379736,9,Customer 4
5/4/2021,T379789,12,Customer 4
5/4/2021,T281544,8,Customer 4
5/5/2021,T401552,32,Customer 4
5/5/2021,T379787,15,Customer 4
5/5/2021,T379736,3,Customer 4
5/5/2021,T379788,3,Customer 4
5/5/2021,T430160,12,Customer 4
5/5/2021,T430163,36,Customer 4
5/5/2021,T271191,120,Customer 4
5/5/2021,T281544,16,Customer 4
5/5/2021,T282429,8,Customer 4
5/5/2021,T278657,12,Customer 4
5/10/2021,T397537,50,Customer 4
5/6/2021,T281544,8,Customer 4
5/6/2021,T430163,24,Customer 4
5/6/2021,T343927,2,Customer 4
5/6/2021,T365472,1,Customer 4
5/7/2021,T311379,32,Customer 4
5/7/2021,T401552,48,Customer 4
5/7/2021,T379736,3,Customer 4
5/7/2021,T374916,3,Customer 4
5/7/2021,T379788,18,Customer 4
5/7/2021,T430163,24,Customer 4
5/7/2021,T416442,20,Customer 4
5/7/2021,T412519,20,Customer 4
5/7/2021,T378498,55,Customer 4
5/7/2021,T335215,50,Customer 4
5/7/2021,T335208,75,Customer 4
5/7/2021,T331550,6,Customer 4
5/7/2021,T330473,12,Customer 4
5/7/2021,T271191,360,Customer 4
5/3/2021,T379788,3,Customer 4
5/3/2021,T379736,6,Customer 4
5/3/2021,T379787,9,Customer 4
5/10/2021,T370531,35,Customer 4
5/10/2021,T394578,200,Customer 4
5/3/2021,1001092950P032,1,Customer 1
5/3/2021,1001163064P032,2,Customer 1
5/3/2021,1001187809,1,Customer 1
5/3/2021,1001092950P032,3,Customer 1
5/3/2021,1001187809,3,Customer 1
5/10/2021,C8817150,1,Customer 3
5/10/2021,C8817151,2,Customer 3
5/10/2021,C8817152,2,Customer 3
5/10/2021,C8539357,1,Customer 3
5/10/2021,C8821921,5,Customer 3
5/10/2021,C8821991,3,Customer 3
5/10/2021,8808762,9,Customer 3
5/10/2021,8542673,6,Customer 3
5/10/2021,8817151,10,Customer 3
5/10/2021,8808763,4,Customer 3
5/10/2021,8808763,1,Customer 3
5/10/2021,8808763,2,Customer 3
5/10/2021,8808762,10,Customer 3
5/10/2021,8808767,1,Customer 3
5/10/2021,8808767,1,Customer 3
5/10/2021,8808767,5,Customer 3
5/10/2021,8808767,1,Customer 3
5/10/2021,8808767,1,Customer 3
5/10/2021,8808763,2,Customer 3
5/10/2021,8817150,14,Customer 3
5/10/2021,8817151,10,Customer 3
5/3/2021,1001163064P136,1,Customer 1
5/3/2021,1001176490J,2,Customer 1
5/3/2021,1001177654J,3,Customer 1
5/3/2021,1001176490J,4,Customer 1
5/3/2021,1001119253P019,1,Customer 1
5/3/2021,1001176490J,2,Customer 1
5/3/2021,1001177653C,3,Customer 1
5/3/2021,1001177653J,1,Customer 1
5/3/2021,1001177653J,2,Customer 1
5/3/2021,1001176492J,4,Customer 1
5/3/2021,1001176490J,4,Customer 1
5/3/2021,1001176492J,4,Customer 1
5/3/2021,1220032,1,Customer 1
5/3/2021,1220094,5,Customer 1
5/3/2021,1220029P032,3,Customer 1
5/3/2021,1220029P136,1,Customer 1
5/3/2021,1220029P032,3,Customer 1
5/3/2021,1220029P032,3,Customer 1
5/3/2021,1220029P032,1,Customer 1
5/4/2021,1001094787,1,Customer 1
5/4/2021,1001094787P032,5,Customer 1
5/4/2021,1001208663,3,Customer 1
5/4/2021,1001208664,2,Customer 1
5/4/2021,1001246922,3,Customer 1
5/4/2021,1220097,1,Customer 1
5/4/2021,1220099,1,Customer 1
5/4/2021,1220108,1,Customer 1
5/4/2021,1001176490J,3,Customer 1
5/4/2021,1001208662,1,Customer 1
5/4/2021,1001208664,8,Customer 1
5/4/2021,1001094787,2,Customer 1
5/4/2021,1001176490J,3,Customer 1
5/4/2021,1001208663,3,Customer 1
5/4/2021,1001208664,7,Customer 1
5/4/2021,1220108,2,Customer 1
5/4/2021,1001107621,1,Customer 1
5/4/2021,1001107621,4,Customer 1
5/4/2021,1001080861,6,Customer 1
5/4/2021,1001092950P032,1,Customer 1
5/4/2021,1001163064P032,3,Customer 1
5/4/2021,1001169381,1,Customer 1
5/4/2021,1001174679,1,Customer 1
5/4/2021,1001174679P032,1,Customer 1
5/4/2021,1001246671,5,Customer 1
5/4/2021,1220029P032,1,Customer 1
5/4/2021,1220081,5,Customer 1
5/4/2021,1220093P032,1,Customer 1
5/4/2021,1220093P136,2,Customer 1
5/4/2021,1220094,3,Customer 1
5/4/2021,1001164233,4,Customer 1
5/4/2021,1001117893,3,Customer 1
5/4/2021,1001117893,1,Customer 1
5/4/2021,1001117893,1,Customer 1
5/4/2021,1001163064,2,Customer 1
5/4/2021,1001163064,4,Customer 1
5/4/2021,1001169381,1,Customer 1
5/4/2021,1001164233,4,Customer 1
5/4/2021,1001169381,2,Customer 1
5/4/2021,1001163064P032,1,Customer 1
5/4/2021,1001176492J,5,Customer 1
5/4/2021,1001176492J,3,Customer 1
5/5/2021,1001094787P032,4,Customer 1
5/5/2021,1001119253,1,Customer 1
5/5/2021,1001208664,6,Customer 1
5/5/2021,1001246922,3,Customer 1
5/5/2021,1001208664,6,Customer 1
5/5/2021,1001246922,3,Customer 1
5/5/2021,1220099,1,Customer 1
5/5/2021,1220108,2,Customer 1
5/5/2021,1001176492J,1,Customer 1
5/5/2021,1001176492J,3,Customer 1
5/5/2021,1001176490J,1,Customer 1
5/5/2021,1001176492J,4,Customer 1
5/5/2021,1001177655C,1,Customer 1
5/5/2021,1001117893,1,Customer 1
5/5/2021,1001117893,1,Customer 1
5/5/2021,1001107621,2,Customer 1
5/5/2021,1001164233,4,Customer 1
5/5/2021,1001169381,1,Customer 1
5/5/2021,1001080861,3,Customer 1
5/5/2021,1001092950,3,Customer 1
5/5/2021,1001092950P032,1,Customer 1
5/5/2021,1001163064P032,2,Customer 1
5/5/2021,1001164233P032,1,Customer 1
5/5/2021,1001169381,2,Customer 1
5/5/2021,1001174679P032,1,Customer 1
5/5/2021,1001187809,2,Customer 1
5/5/2021,1220081,5,Customer 1
5/5/2021,1220093P136,1,Customer 1
5/5/2021,1220094,4,Customer 1
5/5/2021,1001107621,3,Customer 1
5/5/2021,1001163064,2,Customer 1
5/5/2021,1220032,1,Customer 1
5/5/2021,1001164233P032,4,Customer 1
5/5/2021,1001164233P032,1,Customer 1
5/5/2021,1001169381,1,Customer 1
5/5/2021,1001213322,4,Customer 1
5/5/2021,1220097,1,Customer 1
5/5/2021,1220108,1,Customer 1
5/4/2021,1001105073,12,Customer 1
5/4/2021,1001181507,14,Customer 1
5/6/2021,4821319,3,Customer 1
5/6/2021,1001094787,5,Customer 1
5/6/2021,1001094787P032,2,Customer 1
5/6/2021,1001208663,1,Customer 1
5/6/2021,1001208664,7,Customer 1
5/6/2021,1001094787,1,Customer 1
5/6/2021,1001080861,6,Customer 1
5/6/2021,1001092950,4,Customer 1
5/6/2021,1001092950P010,1,Customer 1
5/6/2021,1001092950P136,1,Customer 1
5/6/2021,1001107621,1,Customer 1
5/6/2021,1001174679,1,Customer 1
5/6/2021,1001187809,2,Customer 1
5/6/2021,1220081,4,Customer 1
5/6/2021,1220093P136,1,Customer 1
5/6/2021,1220094,2,Customer 1
5/6/2021,1220094P032,1,Customer 1
5/6/2021,1001107621,1,Customer 1
5/6/2021,1001107621P032,2,Customer 1
5/6/2021,1001164233,6,Customer 1
5/6/2021,1001117893P032,2,Customer 1
5/6/2021,1001107621P032,1,Customer 1
5/6/2021,1001117893P032,1,Customer 1
5/6/2021,1220032,2,Customer 1
5/6/2021,1001177653C,2,Customer 1
5/6/2021,1001177653C,1,Customer 1
5/6/2021,1001177655C,3,Customer 1
5/6/2021,1001177653C,2,Customer 1
5/6/2021,1001177655C,1,Customer 1
5/6/2021,1001213325J,2,Customer 1
5/6/2021,1001213326J,2,Customer 1
5/7/2021,1001177654J,1,Customer 1
5/7/2021,1001176490J,4,Customer 1
5/7/2021,1001176492J,4,Customer 1
5/7/2021,1001177654J,2,Customer 1
5/7/2021,1001176492J,3,Customer 1
5/10/2021,1220108P032,1,Customer 1
5/10/2021,1001119253,1,Customer 1
5/10/2021,1001176490J,4,Customer 1
5/10/2021,1001176492J,1,Customer 1
5/10/2021,1001246922,3,Customer 1
5/10/2021,1220097P002,1,Customer 1
5/10/2021,1001161920,320,Customer 1
5/10/2021,1001094787,3,Customer 1
5/10/2021,1001094787P032,2,Customer 1
5/10/2021,1001176492J,4,Customer 1
5/10/2021,1001177654J,3,Customer 1
5/10/2021,1001208662,1,Customer 1
5/10/2021,1001208664,2,Customer 1
5/10/2021,1001246922,3,Customer 1
5/10/2021,1001176490J,1,Customer 1
5/10/2021,1001176492J,1,Customer 1
5/10/2021,1001208663,2,Customer 1
5/10/2021,1001094787,1,Customer 1
5/10/2021,1001094787P032,4,Customer 1
5/10/2021,1001208662,1,Customer 1
5/10/2021,1001208663,3,Customer 1
5/10/2021,1001208664,13,Customer 1
5/10/2021,1001163064,2,Customer 1
5/10/2021,1001166096,32,Customer 1
5/10/2021,1001107621,2,Customer 1
5/10/2021,1001117893P032,1,Customer 1
5/10/2021,1001080861,6,Customer 1
5/10/2021,1001092950,1,Customer 1
5/10/2021,1001092950P010,2,Customer 1
5/10/2021,1001164233P032,3,Customer 1
5/10/2021,1001174679,1,Customer 1
5/10/2021,1001187809,3,Customer 1
5/10/2021,1001253022P136,2,Customer 1
5/10/2021,1220081,5,Customer 1
5/10/2021,1220093P136,1,Customer 1
5/10/2021,1220032,1,Customer 1
5/10/2021,1220032,1,Customer 1
5/10/2021,1001092950P010,1,Customer 1
5/10/2021,1001092950P136,1,Customer 1
5/10/2021,1001163064P136,1,Customer 1
5/10/2021,1001174679,2,Customer 1
5/10/2021,1220081P032,1,Customer 1
5/10/2021,1001164233P032,1,Customer 1
5/10/2021,1001117893P032,1,Customer 1
5/11/2021,1001105073,12,Customer 1
5/11/2021,1001208663,1,Customer 1
5/11/2021,1220099,1,Customer 1
5/11/2021,1220108,2,Customer 1
5/11/2021,1001119253,1,Customer 1
5/11/2021,1220108,1,Customer 1
5/11/2021,1001177653J,1,Customer 1
5/11/2021,1001177653J,1,Customer 1
5/11/2021,1001177653J,1,Customer 1
5/11/2021,1001094787P032,1,Customer 1
5/11/2021,1001176490J,3,Customer 1
5/11/2021,1001208663,3,Customer 1
5/11/2021,1001208664,11,Customer 1
5/11/2021,1001229686,2,Customer 1
5/11/2021,1001094787P032,5,Customer 1
5/11/2021,1001176490J,4,Customer 1
5/11/2021,1001208664,2,Customer 1
5/11/2021,1001246922,4,Customer 1
5/11/2021,1001176490J,2,Customer 1
5/11/2021,1001117893,1,Customer 1
5/11/2021,1001117893P032,1,Customer 1
5/11/2021,1001164232,2,Customer 1
5/11/2021,1001164233,2,Customer 1
5/11/2021,1001164233,4,Customer 1
5/11/2021,1001080861,3,Customer 1
5/11/2021,1001092950,3,Customer 1
5/11/2021,1001163064P032,1,Customer 1
5/11/2021,1001164233,1,Customer 1
5/11/2021,1001164233P002,1,Customer 1
5/11/2021,1001169381,2,Customer 1
5/11/2021,1001187809,1,Customer 1
5/11/2021,1001253022,4,Customer 1
5/11/2021,1220081,4,Customer 1
5/11/2021,1001163064P032,2,Customer 1
5/11/2021,1001164233P032,3,Customer 1
5/11/2021,1001169381,1,Customer 1
5/11/2021,1001163064P032,1,Customer 1
5/11/2021,1220032,1,Customer 1
5/11/2021,1001080861,6,Customer 1
5/11/2021,1001174679P032,1,Customer 1
5/11/2021,1001246671P032,1,Customer 1
5/11/2021,1220081P032,2,Customer 1
5/11/2021,1220093P032,1,Customer 1
5/11/2021,1001117893,1,Customer 1
5/11/2021,1001117893,3,Customer 1
5/11/2021,1001117893,1,Customer 1
5/11/2021,1001117893,1,Customer 1
5/11/2021,1001181507,10,Customer 1
5/11/2021,1001164233P002,1,Customer 1
5/11/2021,1001164233P032,1,Customer 1
5/7/2021,T379758,29,Customer 4
5/7/2021,T386731,40,Customer 4
5/7/2021,T392741,63,Customer 4
5/7/2021,T372690,155,Customer 4
5/11/2021,T379789,9,Customer 4
5/11/2021,T379736,12,Customer 4
5/10/2021,T282429,8,Customer 4
5/10/2021,T281544,8,Customer 4
5/10/2021,T271191,185,Customer 4
5/10/2021,T384893,200,Customer 4
5/3/2021,9371183300 Old Kit,1,Customer 6
5/3/2021,9371183900 Old Kit,1,Customer 6
5/3/2021,9371173100,2,Customer 6
5/4/2021,9371173900,3,Customer 6
5/4/2021,9371183300 Old Kit,1,Customer 6
5/5/2021,9371173900,2,Customer 6
5/5/2021,9371183300 Old Kit,1,Customer 6
5/5/2021,9381183300,4,Customer 6
5/10/2021,9371183300 Old Kit,2,Customer 6
5/10/2021,9381173100,1,Customer 6
5/11/2021,9371183900 Old Kit,1,Customer 6
5/10/2021,141103-099,6,Customer 2
5/10/2021,144569-099,1,Customer 2
5/10/2021,FREIGHTCROWN,6,Customer 2
5/10/2021,FREIGHTCROWN,1,Customer 2
5/10/2021,144569-099,1,Customer 2
5/10/2021,FREIGHTCROWN,1,Customer 2
5/10/2021,141103-099,2,Customer 2
5/10/2021,FREIGHTCROWN,2,Customer 2
5/10/2021,145234-099,1,Customer 2
5/10/2021,FREIGHTCROWN,1,Customer 2
5/7/2021,2365374-30-25EC,100,Customer 5
5/7/2021,2365374-30-27EC,100,Customer 5
5/7/2021,2365374-31-01EC,300,Customer 5
5/7/2021,501144-05,20,Customer 5
5/7/2021,7D-11-321,135,Customer 5
5/7/2021,7D-11-323,72,Customer 5
5/7/2021,7D-11-504,24,Customer 5
5/7/2021,7D-11-845,40,Customer 5
5/7/2021,7D-11-906,60,Customer 5
5/7/2021,7D-202490-1,240,Customer 5
5/7/2021,7D-203141,55,Customer 5
5/7/2021,7D-302284,55,Customer 5
5/7/2021,7D-303069,100,Customer 5
5/7/2021,7D-303069,200,Customer 5
5/7/2021,7D-303071,100,Customer 5
5/7/2021,7D-303071,100,Customer 5
5/7/2021,7D-402109,72,Customer 5
5/12/2021,7D-11-296,70,Customer 5
5/12/2021,7D-11-824,40,Customer 5
5/12/2021,7D-11-831,133,Customer 5
5/12/2021,7D-209019,300,Customer 5
5/12/2021,7D-209026,48,Customer 5
5/12/2021,7D-211949,96,Customer 5
5/12/2021,7D-302283,100,Customer 5
5/12/2021,7D-302284,55,Customer 5
5/12/2021,7D-401998,110,Customer 5
5/12/2021,7D-402090,100,Customer 5
5/7/2021,7D-209021,112,Customer 5
5/7/2021,7D-209021,112,Customer 5
5/7/2021,7D-303075,216,Customer 5
5/7/2021,7D-208025EP,150,Customer 5
5/7/2021,7D-303070,125,Customer 5
5/12/2021,7D-11-325,10,Customer 5
5/12/2021,7D-11-847,135,Customer 5
5/12/2021,7D-208023EP,240,Customer 5
5/12/2021,7D-208024EP,70,Customer 5
5/12/2021,7D-209022,112,Customer 5
5/12/2021,7D-209024,96,Customer 5
5/12/2021,7D-209028,50,Customer 5
5/12/2021,7D-209028,175,Customer 5
5/12/2021,7D-302123,100,Customer 5
5/12/2021,7D-402140,134,Customer 5
5/7/2021,WM-14-10P,16,Other
5/7/2021,101P,24,Other
5/7/2021,U70-36P,70,Other
5/7/2021,001P,30,Other
5/7/2021,U40-4F,96,Other
5/14/2021,4821466,1,Customer 6
5/14/2021,4821466,1,Customer 6
5/5/2021,7220528,20,Customer 6
5/5/2021,271884,20,Customer 6
5/5/2021,271882,16,Customer 6
5/5/2021,271884,40,Customer 6
5/5/2021,271882,16,Customer 6
5/14/2021,C8817150,3,Customer 3
5/14/2021,C8817152,3,Customer 3
5/14/2021,C8539359,3,Customer 3
5/14/2021,C8813412,3,Customer 3
5/14/2021,C8808753,4,Customer 3
5/14/2021,C8817150,1,Customer 3
5/14/2021,C8817151,2,Customer 3
5/14/2021,C8817152,4,Customer 3
5/14/2021,C8539358,1,Customer 3
5/14/2021,C8813412,10,Customer 3
5/14/2021,C8808753,13,Customer 3
5/14/2021,C8817150,2,Customer 3
5/14/2021,C8817152,3,Customer 3
5/14/2021,C8539359,1,Customer 3
5/14/2021,C8813412,4,Customer 3
5/14/2021,C8808753,15,Customer 3
5/14/2021,D1609048,4,Customer 3
5/14/2021,D1609049,4,Customer 3
5/14/2021,D4095380,1,Customer 3
5/14/2021,D4095381,2,Customer 3
5/14/2021,D4095382,1,Customer 3
5/14/2021,D524246840,1,Customer 3
5/14/2021,D524246841,1,Customer 3
5/14/2021,D550090716,1,Customer 3
5/14/2021,D550184823,1,Customer 3
5/14/2021,D550184824,1,Customer 3
5/14/2021,D550184825,1,Customer 3
5/14/2021,S01907730011,1,Customer 3
5/14/2021,S01907730012,1,Customer 3
5/14/2021,S01907730013,1,Customer 3
5/12/2021,1220025P032,1,Customer 1
5/12/2021,1220025P032,3,Customer 1
5/12/2021,4821319,3,Customer 1
5/12/2021,1001163064,2,Customer 1
5/12/2021,1001163064,6,Customer 1
5/12/2021,1001117893,1,Customer 1
5/12/2021,1001092950,2,Customer 1
5/12/2021,1001187809,6,Customer 1
5/12/2021,1220081,3,Customer 1
5/12/2021,1220032P004,1,Customer 1
5/12/2021,1001080861,6,Customer 1
5/12/2021,1001092950,3,Customer 1
5/12/2021,1001092950P032,1,Customer 1
5/12/2021,1001094787,1,Customer 1
5/12/2021,1001246922,3,Customer 1
5/12/2021,1220097,2,Customer 1
5/12/2021,1001266707,2,Customer 1
5/12/2021,1001094787,1,Customer 1
5/12/2021,1001208663,3,Customer 1
5/12/2021,1001208664,10,Customer 1
5/12/2021,1001266705,14,Customer 1
5/12/2021,1001107621P032,1,Customer 1
5/12/2021,1001107621P032,3,Customer 1
5/12/2021,1001164232,2,Customer 1
5/12/2021,1001092950P136,1,Customer 1
5/12/2021,1001174679,1,Customer 1
5/12/2021,1001164232,2,Customer 1
5/13/2021,1220025P032,7,Customer 1
5/13/2021,1001094787,3,Customer 1
5/13/2021,1001094787P032,3,Customer 1
5/13/2021,1001176492J,2,Customer 1
5/13/2021,1001208663,2,Customer 1
5/13/2021,1001208664,8,Customer 1
5/13/2021,1220108P019,1,Customer 1
5/13/2021,1001177653C,2,Customer 1
5/13/2021,1001177655C,3,Customer 1
5/13/2021,1001177653C,2,Customer 1
5/13/2021,1001177655C,1,Customer 1
5/13/2021,1001176492J,3,Customer 1
5/13/2021,1001266705,1,Customer 1
5/13/2021,1001246922,3,Customer 1
5/13/2021,1220099,1,Customer 1
5/13/2021,1220108,1,Customer 1
5/13/2021,1220108P135,1,Customer 1
5/13/2021,1001092950P144,1,Customer 1
5/13/2021,1001187809,2,Customer 1
5/13/2021,1001246671,3,Customer 1
5/13/2021,1220081,4,Customer 1
5/13/2021,1001117893,1,Customer 1
5/13/2021,1001163064,4,Customer 1
5/13/2021,1001117893,1,Customer 1
5/13/2021,1001092950P032,2,Customer 1
5/13/2021,1220081P032,1,Customer 1
5/13/2021,1220094,1,Customer 1
5/13/2021,1220094,2,Customer 1
5/13/2021,1220094,1,Customer 1
5/14/2021,1001266707,11,Customer 1
5/14/2021,1001177654J,3,Customer 1
5/17/2021,8813411,16,Customer 3
5/17/2021,8813412,6,Customer 3
5/17/2021,8813411,6,Customer 3
5/17/2021,8813412,4,Customer 3
5/17/2021,8544761,6,Customer 3
5/17/2021,8544762,4,Customer 3
5/17/2021,8813411,8,Customer 3
5/17/2021,8813411,12,Customer 3
5/17/2021,8813412,4,Customer 3
5/17/2021,1516535,120,Customer 3
5/17/2021,1516535,240,Customer 3
5/17/2021,1516535,240,Customer 3
5/17/2021,1506877,144,Customer 3
5/17/2021,1506878,144,Customer 3
5/17/2021,1500958,48,Customer 3
5/17/2021,1500959,48,Customer 3
5/17/2021,1516535,120,Customer 3
5/17/2021,4029061,75,Customer 3
5/17/2021,4122708,23,Customer 3
5/17/2021,1516535,120,Customer 3
5/17/2021,1603898,45,Customer 3
5/17/2021,8813411,24,Customer 3
5/17/2021,8545921,2,Customer 3
5/17/2021,8813412,4,Customer 3
5/17/2021,8545921,4,Customer 3
5/17/2021,8813411,12,Customer 3
5/17/2021,8813412,8,Customer 3
5/17/2021,8813411,4,Customer 3
5/17/2021,8813412,2,Customer 3
5/17/2021,8813412,4,Customer 3
5/17/2021,8813411,6,Customer 3
5/17/2021,8813411,8,Customer 3
5/17/2021,1591717,200,Customer 3
5/17/2021,8817151,10,Customer 3
5/17/2021,8817150,14,Customer 3
5/17/2021,8808765,5,Customer 3
5/18/2021,8808763,3,Customer 3
5/18/2021,8808763,5,Customer 3
5/18/2021,8825177,1,Customer 3
5/18/2021,8814545,4,Customer 3
5/18/2021,8808767,3,Customer 3
5/18/2021,8808767,2,Customer 3
5/18/2021,8808765,5,Customer 3
5/18/2021,8817151,10,Customer 3
5/18/2021,8817150,14,Customer 3
5/18/2021,8817152,9,Customer 3
5/18/2021,8808763,1,Customer 3
5/18/2021,8526433,48,Customer 3
5/18/2021,8526434,48,Customer 3
5/18/2021,8808765,5,Customer 3
5/18/2021,8817150,14,Customer 3
5/18/2021,8825177,5,Customer 3
5/18/2021,C8817150,8,Customer 3
5/18/2021,C8817151,3,Customer 3
5/18/2021,C8817152,6,Customer 3
5/18/2021,C8813412,6,Customer 3
5/18/2021,C8808753,8,Customer 3
5/18/2021,D524246840,1,Customer 3
5/18/2021,D524246841,1,Customer 3
5/11/2021,D1609048,3,Customer 3
5/11/2021,D1609049,3,Customer 3
5/17/2021,1001213322,2,Customer 1
5/17/2021,1001213323J,2,Customer 1
5/17/2021,1001213324J,2,Customer 1
5/17/2021,1001094787,2,Customer 1
5/17/2021,1001094787P032,4,Customer 1
5/17/2021,1001208664,4,Customer 1
5/17/2021,1001208664,6,Customer 1
5/17/2021,1001177655C,1,Customer 1
5/17/2021,1001176492J,2,Customer 1
5/17/2021,1001177654J,2,Customer 1
5/17/2021,1001177655C,1,Customer 1
5/17/2021,1001176492J,4,Customer 1
5/11/2021,T282429,12,Customer 4
5/11/2021,T281544,20,Customer 4
5/17/2021,1001174679,1,Customer 1
5/17/2021,1001187809,6,Customer 1
5/17/2021,1001253022P136,1,Customer 1
5/11/2021,T278793,8,Customer 4
5/17/2021,1001169381,1,Customer 1
5/17/2021,1220081,4,Customer 1
5/11/2021,T379736,18,Customer 4
5/11/2021,T379788,3,Customer 4
5/17/2021,1220032,2,Customer 1
5/17/2021,1001119253P032,1,Customer 1
5/17/2021,1001208662,1,Customer 1
5/17/2021,1001208663,1,Customer 1
5/17/2021,1001208664,8,Customer 1
5/19/2021,T365472,2,Customer 4
5/17/2021,1001117893,1,Customer 1
5/17/2021,1001163064P032,1,Customer 1
5/17/2021,1001117893,2,Customer 1
5/17/2021,1001117893,1,Customer 1
5/17/2021,1001080861,3,Customer 1
5/17/2021,1001092950,1,Customer 1
5/17/2021,1001163064P032,3,Customer 1
5/18/2021,1001181507,8,Customer 1
5/18/2021,1001105073,4,Customer 1
5/18/2021,1001208664,3,Customer 1
5/18/2021,1001266705,10,Customer 1
5/18/2021,1001177654J,4,Customer 1
5/18/2021,1220108P032,2,Customer 1
5/18/2021,1220108,1,Customer 1
5/18/2021,1220108,1,Customer 1
5/18/2021,1220099P032,1,Customer 1
5/18/2021,1220108,1,Customer 1
5/18/2021,1220081,4,Customer 1
5/18/2021,1220093,3,Customer 1
5/18/2021,1001117893,1,Customer 1
5/18/2021,1001187809,2,Customer 1
5/18/2021,1001187809P032,5,Customer 1
5/18/2021,1220081P032,1,Customer 1
5/18/2021,1001266705,3,Customer 1
5/18/2021,1220032,1,Customer 1
5/18/2021,1001080861,6,Customer 1
5/18/2021,1001174679,2,Customer 1
5/18/2021,1001246671P002,1,Customer 1
5/18/2021,1001117893,1,Customer 1
5/18/2021,1001117893,2,Customer 1
5/19/2021,1220108,1,Customer 1
5/19/2021,1001119253,1,Customer 1
5/19/2021,1220097,1,Customer 1
5/19/2021,1001119253,1,Customer 1
5/19/2021,1001119253P032,1,Customer 1
5/19/2021,1220108,1,Customer 1
5/19/2021,1001208663,2,Customer 1
5/19/2021,1001208664,4,Customer 1
5/19/2021,1001094787,4,Customer 1
5/19/2021,1001094787P032,2,Customer 1
5/19/2021,1001208664,9,Customer 1
5/19/2021,1001208664,1,Customer 1
5/19/2021,1001246671P002,1,Customer 1
5/19/2021,1220081P011,1,Customer 1
5/19/2021,1220032,1,Customer 1
5/19/2021,1001174679P032,1,Customer 1
5/19/2021,1220081,4,Customer 1
5/19/2021,1220093P136,1,Customer 1
5/19/2021,1001163064,2,Customer 1
5/19/2021,1001163064,4,Customer 1
5/19/2021,1001163064,2,Customer 1
5/19/2021,1001080861,6,Customer 1
5/19/2021,1001080861,3,Customer 1
5/12/2021,T282429,8,Customer 4
5/12/2021,T281544,12,Customer 4
5/19/2021,1001163064,2,Customer 1
5/19/2021,1001092950P144,1,Customer 1
5/19/2021,1001164232,4,Customer 1
5/19/2021,1001174679,1,Customer 1
5/19/2021,1001246671P002,1,Customer 1
5/19/2021,1220081P011,1,Customer 1
5/12/2021,T401552,32,Customer 4
5/12/2021,T379736,12,Customer 4
5/12/2021,T379787,6,Customer 4
5/12/2021,AT483810,1,Customer 4
5/12/2021,AT483809,3,Customer 4
5/13/2021,T397537,100,Customer 4
5/13/2021,T311379,32,Customer 4
5/13/2021,T424338,54,Customer 4
5/13/2021,T355727,6,Customer 4
5/13/2021,T290271,3,Customer 4
5/13/2021,T379736,3,Customer 4
5/13/2021,T379788,3,Customer 4
5/13/2021,T379787,6,Customer 4
5/13/2021,T430160,12,Customer 4
5/13/2021,T331550,6,Customer 4
